iter	Logloss
0	0.6388184988
1	0.5928833521
2	0.5505707301
3	0.5127454538
4	0.4793132709
5	0.4511888577
6	0.4257305292
7	0.4025025918
8	0.3831962109
9	0.3658371412
10	0.3495794883
11	0.3350144716
12	0.3216896864
13	0.309714266
14	0.2989403578
15	0.2893795747
16	0.2809128505
17	0.2733213168
18	0.2672019665
19	0.26058321
20	0.2542881562
21	0.2498719362
22	0.2446953975
23	0.2408010795
24	0.2369729317
25	0.2323830531
26	0.2285425131
27	0.2244022975
28	0.2209459635
29	0.2175950692
30	0.21437934
31	0.2119408076
32	0.2094557084
33	0.2073169727
34	0.2043036681
35	0.2016402941
36	0.1993282391
37	0.1970057579
38	0.1954751565
39	0.1933724678
40	0.191794931
41	0.189772925
42	0.1878302831
43	0.1862048681
44	0.1844035112
45	0.18309496
46	0.181892439
47	0.1801802984
48	0.1785852231
49	0.1772835805
50	0.1759462393
51	0.1746468196
52	0.1733483406
53	0.171998587
54	0.1709099458
55	0.1694340339
56	0.1684549295
57	0.1674973103
58	0.1664161535
59	0.1651588055
60	0.1639790865
61	0.1631057758
62	0.1622055402
63	0.1610430993
64	0.1602890822
65	0.1594115202
66	0.1585728315
67	0.1575994473
68	0.1565736826
69	0.1552529335
70	0.1543460021
71	0.1535274817
72	0.1525058746
73	0.1516486131
74	0.1507066837
75	0.1500444889
76	0.1493331652
77	0.148362488
78	0.1475888747
79	0.1466494982
80	0.1458585391
81	0.1450590867
82	0.1444590037
83	0.1435643068
84	0.1430401509
85	0.142475616
86	0.1417694642
87	0.140854355
88	0.1399673462
89	0.1392266457
90	0.1385561209
91	0.1379365903
92	0.1374260444
93	0.1368540177
94	0.1362407996
95	0.1355563274
96	0.1348603652
97	0.1342571167
98	0.1335887964
99	0.132971914
100	0.13237025
101	0.1317293561
102	0.1311574248
103	0.1303952648
104	0.1298753188
105	0.1292923707
106	0.1288736903
107	0.1282020981
108	0.12777767
109	0.1273616396
110	0.1269129414
111	0.1264696451
112	0.1257686395
113	0.1253850139
114	0.1247904356
115	0.1244054712
116	0.123987429
117	0.1235609687
118	0.1230343415
119	0.1224112437
120	0.1220580697
121	0.1216494643
122	0.1212458519
123	0.1207890456
124	0.1203245356
125	0.1197103785
126	0.1190296962
127	0.1185677492
128	0.1176558164
129	0.1171904426
130	0.1167629755
131	0.1161358916
132	0.1156717548
133	0.1153475541
134	0.1147417224
135	0.1143541492
136	0.1138432154
137	0.1135185682
138	0.1129862895
139	0.1126688159
140	0.1122607882
141	0.111956081
142	0.1116069271
143	0.1111527544
144	0.1107268398
145	0.1102884925
146	0.1099159525
147	0.1095552463
148	0.1092858425
149	0.1088713013
150	0.1085442516
151	0.1079648082
152	0.1071242525
153	0.1068141378
154	0.1065020359
155	0.1061026197
156	0.1057472257
157	0.1053106776
158	0.1050418615
159	0.1045438115
160	0.1040770467
161	0.1037423464
162	0.1033218228
163	0.1029770549
164	0.10272051
165	0.1024028136
166	0.1020171514
167	0.1016494173
168	0.1012564036
169	0.1009837627
170	0.1007642764
171	0.1003788866
172	0.1000711542
173	0.09980162841
174	0.09956146845
175	0.099022029
176	0.09849116711
177	0.09819984711
178	0.09782849734
179	0.09736263202
180	0.09702869104
181	0.09676373739
182	0.09644004015
183	0.09610834947
184	0.09576724768
185	0.09521905734
186	0.09492369799
187	0.0946766945
188	0.09442615509
189	0.09370232179
190	0.09338570008
191	0.09295763328
192	0.09264864371
193	0.09233197066
194	0.09208312401
195	0.09177626188
196	0.09161766859
197	0.09138839428
198	0.09102330391
199	0.09082076916
200	0.09055480223
201	0.09031505952
202	0.09010141538
203	0.08983655068
204	0.08942899704
205	0.08919476362
206	0.08884325669
207	0.0885885367
208	0.08830570624
209	0.08765983123
210	0.08741932007
211	0.0871653997
212	0.08693451881
213	0.08667481037
214	0.08645134247
215	0.08628491438
216	0.08609847105
217	0.08586329772
218	0.08555468504
219	0.08531598495
220	0.08518144809
221	0.08504183476
222	0.08489246644
223	0.08463021242
224	0.08435867108
225	0.08414269502
226	0.08389051236
227	0.08379431046
228	0.08337286894
229	0.08316559792
230	0.08258076631
231	0.08234032576
232	0.08210814458
233	0.08199697825
234	0.08186774529
235	0.08146074735
236	0.08128322638
237	0.08103984686
238	0.08092484658
239	0.08066477317
240	0.08045269251
241	0.08016994091
242	0.08004075105
243	0.07969741913
244	0.0795108731
245	0.07922847821
246	0.0791421661
247	0.07904364604
248	0.07890828481
249	0.07853343487
250	0.07839825979
251	0.078182579
252	0.07803751139
253	0.07794284362
254	0.07778377533
255	0.07765909984
256	0.07750323277
257	0.07741068327
258	0.07723531173
259	0.07694535439
260	0.07686058925
261	0.07632811803
262	0.07626119394
263	0.07613646342
264	0.07597722549
265	0.07586439665
266	0.07566771232
267	0.07559937789
268	0.07534607924
269	0.07526678122
270	0.07519118419
271	0.07478858049
272	0.07448765865
273	0.07421180835
274	0.07408967568
275	0.07386535223
276	0.07366214349
277	0.07346834586
278	0.0733812919
279	0.07304341518
280	0.07294327846
281	0.0728818059
282	0.07281766396
283	0.07254674985
284	0.07239402991
285	0.07220693735
286	0.07209527401
287	0.07170923398
288	0.07163194235
289	0.071519108
290	0.07145131368
291	0.0713917127
292	0.07132731126
293	0.07086226207
294	0.07067499803
295	0.07020778473
296	0.06988867017
297	0.06962419106
298	0.0695269603
299	0.06928593379
300	0.06922369187
301	0.06904849135
302	0.06883457578
303	0.0686098924
304	0.06855304287
305	0.06842857187
306	0.06836587787
307	0.06815462525
308	0.06802556331
309	0.06772772257
310	0.06741372851
311	0.06723991862
312	0.06696892427
313	0.06675985776
314	0.06667366945
315	0.06646586427
316	0.06624747698
317	0.06611391764
318	0.06589669539
319	0.06576205309
320	0.06556689556
321	0.06536272122
322	0.06522293641
323	0.06516994055
324	0.06511724729
325	0.06498147158
326	0.06490905881
327	0.06485118499
328	0.06468709661
329	0.06445987454
330	0.06427757419
331	0.0641591824
332	0.064103751
333	0.0640471518
334	0.06399559975
335	0.06387679852
336	0.06343760399
337	0.06324028831
338	0.063012533
339	0.06295532905
340	0.06276818972
341	0.06264375357
342	0.06251191313
343	0.06231657863
344	0.06218808844
345	0.06195724377
346	0.06191156048
347	0.06183686119
348	0.06170199834
349	0.06149457739
350	0.06137554966
351	0.06101414607
352	0.06089111016
353	0.06084189919
354	0.06078900695
355	0.06071455708
356	0.06052539578
357	0.06044992575
358	0.06031529858
359	0.06026112987
360	0.05990863121
361	0.05970314879
362	0.0593469982
363	0.05908548832
364	0.05895553736
365	0.05880907866
366	0.05868072739
367	0.05849625698
368	0.05837966937
369	0.05816254432
370	0.05797593181
371	0.05775263539
372	0.05770632074
373	0.05763864563
374	0.05759124206
375	0.05743285418
376	0.05730209305
377	0.05721326929
378	0.05704784256
379	0.05673251473
380	0.05649446478
381	0.05637184794
382	0.05627005971
383	0.05612032047
384	0.05606927184
385	0.05602845458
386	0.05595657413
387	0.05591629973
388	0.05569192263
389	0.05559663314
390	0.05555840868
391	0.05551486703
392	0.05537825639
393	0.05534047301
394	0.05525922913
395	0.05522112938
396	0.05515204806
397	0.05511519634
398	0.05502193249
399	0.05498537054
400	0.05494873065
401	0.05491288992
402	0.05487744992
403	0.05484258578
404	0.05465106093
405	0.05451653095
406	0.05444508608
407	0.05441051767
408	0.05418509703
409	0.05415099401
410	0.05411649942
411	0.05408309927
412	0.05405006775
413	0.05401679002
414	0.05383696143
415	0.05380285107
416	0.0537712574
417	0.05367137927
418	0.05363959395
419	0.05360841201
420	0.05357711774
421	0.05337471366
422	0.05333914252
423	0.05316766409
424	0.05313579027
425	0.05300816114
426	0.05270190697
427	0.05265205778
428	0.05262093636
429	0.05259014093
430	0.05255435063
431	0.05244903244
432	0.05241777851
433	0.05238648103
434	0.05235603864
435	0.05217396434
436	0.05214315607
437	0.05211236614
438	0.05197650378
439	0.05194512789
440	0.05191515822
441	0.05188532013
442	0.05185519365
443	0.05182546973
444	0.05157650572
445	0.05145704288
446	0.05135920185
447	0.05133008819
448	0.05130080076
449	0.05127183428
450	0.05124308925
451	0.05121356249
452	0.0511850999
453	0.05115696421
454	0.05112843697
455	0.0511008877
456	0.05107182494
457	0.05096620046
458	0.05090948664
459	0.05088166182
460	0.05084661612
461	0.05081903338
462	0.05079229887
463	0.05071533276
464	0.05068834699
465	0.05066194213
466	0.05063472711
467	0.05060883256
468	0.05058230162
469	0.05053330568
470	0.05032753532
471	0.05027893277
472	0.05025206804
473	0.05022630233
474	0.05020076632
475	0.05001587776
476	0.04998981402
477	0.04996472276
478	0.04992721081
479	0.04990216952
480	0.04987708101
481	0.04985235609
482	0.04982744226
483	0.04967824312
484	0.04956799104
485	0.0495434518
486	0.04931549201
487	0.04929104814
488	0.04919536251
489	0.04917113552
490	0.04913234252
491	0.04909732021
492	0.04894846128
493	0.04886043439
494	0.04883573468
495	0.0488123582
496	0.04869816441
497	0.0486567699
498	0.04848212325
499	0.04845880591
500	0.04836340822
501	0.04821801002
502	0.04806937025
503	0.04804563293
504	0.04778495752
505	0.04776114409
506	0.04773766811
507	0.04764303565
508	0.04761297749
509	0.04758920211
510	0.04756626624
511	0.04754288655
512	0.04752025329
