iter	Logloss
513	0.04749732384
514	0.04747483776
515	0.04745247639
516	0.04743018334
517	0.04740814796
518	0.04723899594
519	0.04721691746
520	0.04710280483
521	0.0470806727
522	0.04690696184
523	0.0468647049
524	0.04684322064
525	0.04676911372
526	0.04668348202
527	0.04652159214
528	0.04650011888
529	0.0462752301
530	0.04617839364
531	0.04615695431
532	0.04613575431
533	0.04601532863
534	0.04599371598
535	0.04597312395
536	0.04595200419
537	0.04593128012
538	0.04584886615
539	0.04582754924
540	0.04580763808
541	0.0457861396
542	0.04561895086
543	0.04559765779
544	0.04557703321
545	0.04555796797
546	0.04542500102
547	0.04540446859
548	0.04536600159
549	0.04525164137
550	0.0451182966
551	0.04509814611
552	0.04507846374
553	0.04497616933
554	0.0448416123
555	0.0448131277
556	0.04479396848
557	0.04470389577
558	0.04467384724
559	0.04465456834
560	0.04463506479
561	0.04453649337
562	0.04451760008
563	0.04448833145
564	0.04442940813
565	0.04427863405
566	0.04425981182
567	0.04422926444
568	0.04421105247
569	0.04418529226
570	0.04413612943
571	0.04410199936
572	0.04399460508
573	0.0437655591
574	0.04374673183
575	0.0436970344
576	0.04364706645
577	0.04362921165
578	0.04361071036
579	0.04348319586
580	0.04346450338
581	0.04337062331
582	0.04331231346
583	0.04329416844
584	0.04327697846
585	0.04315884984
586	0.04304280281
587	0.04302441661
588	0.04287194701
589	0.04277695876
590	0.04275943637
591	0.04266948333
592	0.04247601399
593	0.04231503331
594	0.04229748249
595	0.04222840667
596	0.04221108556
597	0.04212149519
598	0.04209213257
599	0.0419806164
600	0.04188975967
601	0.04187278289
602	0.04185525958
603	0.04182780568
604	0.04167107114
605	0.0416537725
606	0.04157234843
607	0.04153492542
608	0.04150939675
609	0.04149223429
610	0.04133766935
611	0.041217102
612	0.04119977768
613	0.04118358585
614	0.0411544511
615	0.04112760883
616	0.04106042339
617	0.0410445924
618	0.04094316501
619	0.04092690624
620	0.04091063509
621	0.04087161789
622	0.04073921259
623	0.04072347925
624	0.04070731997
625	0.04060446024
626	0.04058892039
627	0.04053550408
628	0.04050655686
629	0.04044492749
630	0.04021451015
631	0.04019885384
632	0.04018336535
633	0.04016732207
634	0.04013581872
635	0.04012006109
636	0.04010535295
637	0.03998666681
638	0.03996091806
639	0.03980147426
640	0.03978561713
641	0.03977067975
642	0.03970941351
643	0.03969341241
644	0.03961963333
645	0.03955023472
646	0.03936819709
647	0.03935329731
648	0.03932284759
649	0.03930771718
650	0.03921274314
651	0.03914864017
652	0.03906641648
653	0.03900526395
654	0.03898838438
655	0.03897275191
656	0.03895367476
657	0.03893604279
658	0.03892012468
659	0.03890338311
660	0.03888759109
661	0.03878979087
662	0.03877439407
663	0.03875707296
664	0.03874040063
665	0.03860618151
666	0.03858985717
667	0.03854373785
668	0.03852530901
669	0.03850972011
670	0.03848284437
671	0.03846356915
672	0.03844890503
673	0.03843132762
674	0.038405699
675	0.0383890693
676	0.03837311864
677	0.03835704969
678	0.0383427895
679	0.03832697639
680	0.03830905465
681	0.03825827975
682	0.03824323416
683	0.0381039702
684	0.03808956834
685	0.03795824464
686	0.0379421147
687	0.03792760372
688	0.03784393072
689	0.03776029669
690	0.03774498472
691	0.03772063301
692	0.03770544987
693	0.03769051662
694	0.03763433282
695	0.03761904469
696	0.03755910259
697	0.03748337902
698	0.03746941135
699	0.03745467938
700	0.03743989513
701	0.03742543092
702	0.03741156688
703	0.0372931673
704	0.03727687597
705	0.03726267906
706	0.03724915798
707	0.03723494319
708	0.03722156653
709	0.03709194889
710	0.03707826825
711	0.0370540165
712	0.03702761485
713	0.03683842237
714	0.03682319751
715	0.03676554377
716	0.03675286128
717	0.03668612288
718	0.03667404193
719	0.03661048779
720	0.03659548714
721	0.03651690208
722	0.03650487845
723	0.03645175099
724	0.03633207816
725	0.03631740396
726	0.03614356334
727	0.03612916653
728	0.03605514627
729	0.03603133834
730	0.03600598574
731	0.03599098967
732	0.03596987999
733	0.0359562342
734	0.03587435163
735	0.03584558597
736	0.03583136659
737	0.03572855546
738	0.03561658172
739	0.03560440907
740	0.03559095309
741	0.03554048126
742	0.03548143139
743	0.03545987377
744	0.03544817888
745	0.03543429237
746	0.03541337985
747	0.03539987527
748	0.03529637273
749	0.03528349858
750	0.03527006644
751	0.03524150986
752	0.03518912471
753	0.03508974543
754	0.03507679013
755	0.03501782601
756	0.03500473591
757	0.03493186006
758	0.03491284389
759	0.03480967421
760	0.03479128021
761	0.03478044271
762	0.03476759058
763	0.03475519327
764	0.03474320173
765	0.03470070454
766	0.03468874326
767	0.03467652889
768	0.03466509718
769	0.03465093787
770	0.03463909305
771	0.03462708271
772	0.03461623513
773	0.03460457554
774	0.03459338546
775	0.03458098723
776	0.0345698563
777	0.0345593778
778	0.03454843484
779	0.03453756204
780	0.03452694462
781	0.0345150622
782	0.03446830649
783	0.03445789493
784	0.03444717481
785	0.03443533686
786	0.03431219321
787	0.03429203675
788	0.0341901715
789	0.03415478743
790	0.03414448087
791	0.03412622809
792	0.03411575006
793	0.03404585261
794	0.03398947853
795	0.0339770042
796	0.03390364647
797	0.03389286628
798	0.03387869092
799	0.03370058216
800	0.03361029762
801	0.03358006432
802	0.03356834719
803	0.03355693404
804	0.03348522645
805	0.03347442265
806	0.03345738305
807	0.03344651942
808	0.0333395919
809	0.03332736997
810	0.03330950645
811	0.03329759928
812	0.0332845399
813	0.0332398112
814	0.03322935219
815	0.0331981283
816	0.03313717911
817	0.03306771998
818	0.03298954368
819	0.0329328012
820	0.03291986676
821	0.032908013
822	0.03286019243
823	0.03284822863
824	0.03277075016
825	0.03275911877
826	0.03270126169
827	0.03263301872
828	0.03255689098
829	0.03254221953
830	0.03252475514
831	0.03236975188
832	0.03235202294
833	0.03219199043
834	0.03218183838
835	0.03217122073
836	0.03215944515
837	0.03214868468
838	0.03206140857
839	0.03196616975
840	0.03195095269
841	0.03193785915
842	0.03191620157
843	0.03190322427
844	0.03187851195
845	0.03186642
846	0.03185399633
847	0.0318423732
848	0.03176129185
849	0.03168111398
850	0.03165760636
851	0.03164540621
852	0.03161965035
853	0.03160901345
854	0.0315971629
855	0.03155662417
856	0.03151200758
857	0.03149824968
858	0.03138208298
859	0.03136556653
860	0.03135420382
861	0.03134222673
862	0.03133084957
863	0.031319234
864	0.03130841209
865	0.03124554226
866	0.03123383958
867	0.03122264032
868	0.03121316433
869	0.03120147746
870	0.03119212481
871	0.03118115045
872	0.03110371966
873	0.03109214168
874	0.03108122922
875	0.03106048543
876	0.03097146291
877	0.03096016072
878	0.03083339586
879	0.03076021006
880	0.03074450355
881	0.03072805313
882	0.03066947644
883	0.03066056371
884	0.03064801601
885	0.03061643312
886	0.03052264544
887	0.03051356857
888	0.03049351619
889	0.03039972988
890	0.03037575025
891	0.03036510715
892	0.03028216637
893	0.03022648898
894	0.03021590343
895	0.03015913276
896	0.03014382307
897	0.03007994592
898	0.03006744133
899	0.03005711941
900	0.03004828233
901	0.02999626788
902	0.02998093802
903	0.02991720002
904	0.02990667591
905	0.02989644225
906	0.02983235442
907	0.0298221242
908	0.02981139307
909	0.02979919635
910	0.02978877333
911	0.02977880239
912	0.02972163971
913	0.02970867615
914	0.02970025081
915	0.02966990448
916	0.02960090683
917	0.02959215297
918	0.0295487099
919	0.02952805391
920	0.02947867559
921	0.0294679048
922	0.02945906635
923	0.02938450506
924	0.02937572896
925	0.02936749137
926	0.02934629069
927	0.02924572138
928	0.02922621622
929	0.02921665815
930	0.02920817916
931	0.02919208064
932	0.02913553371
933	0.02912463592
934	0.02895332758
935	0.02889614266
936	0.02881524632
937	0.02880681799
938	0.02879711619
939	0.02878767894
940	0.02875607564
941	0.02868651839
942	0.02867201292
943	0.02865489607
944	0.02864671877
945	0.02863855912
946	0.02855414473
947	0.02853953426
948	0.02846837777
949	0.02846016609
950	0.02833932363
951	0.02833109338
952	0.02825166354
953	0.02819262743
954	0.0281433486
955	0.02813520363
956	0.02812698346
957	0.02806125673
958	0.02801784162
959	0.02800976038
960	0.02792440538
961	0.02791491128
962	0.02789473602
963	0.02782429021
964	0.02781518721
965	0.02778930527
966	0.02773570854
967	0.0277273389
968	0.0277194704
969	0.02770770949
970	0.02769959707
971	0.0276879306
972	0.02761095671
973	0.02753092349
974	0.02752304398
975	0.02750868614
976	0.02745776016
977	0.02745000835
978	0.02744231385
979	0.02738600327
980	0.02737859969
981	0.02734571925
982	0.02733624921
983	0.0273276501
984	0.02729563255
985	0.02728566619
986	0.02720343058
987	0.02719232119
988	0.0271178688
989	0.02704473803
990	0.02703722486
991	0.02697913486
992	0.02697133101
993	0.02696394554
994	0.02688631117
995	0.02687886701
996	0.0268128065
997	0.02680353522
998	0.02669606805
999	0.02665622005
